iter	PRAUC	Logloss
278	0.9499088914	0.3256013383
279	0.9499925317	0.3253561916
280	0.9501243704	0.3250555696
281	0.9501465347	0.3246127887
282	0.9501596842	0.3244097951
283	0.9502207703	0.3242072959
284	0.950305475	0.3239957883
285	0.9504190654	0.3236620212
286	0.9504564856	0.323574394
287	0.9505094375	0.3233684915
288	0.9505955236	0.3230203512
289	0.9507171245	0.3227156872
290	0.9508000686	0.3225344439
291	0.9508595468	0.3223026187
292	0.9509222704	0.3219039378
293	0.9510322211	0.3216198738
294	0.9511711091	0.3212555423
295	0.9512706795	0.3207892862
296	0.9514037498	0.3203268492
297	0.9514765997	0.3201041937
298	0.9515479666	0.3197753464
299	0.9515581361	0.3195985389
300	0.9516630786	0.3193403211
301	0.9518431385	0.3187979919
302	0.9519281006	0.3185325016
303	0.9519373785	0.3183875506
304	0.951984265	0.3181293814
305	0.9520372138	0.3178538159
306	0.9520976181	0.3176705844
307	0.9521766984	0.3173469432
308	0.9523145664	0.3170931398
309	0.9524020074	0.3166572857
310	0.9525506845	0.3162351585
311	0.9526572679	0.3158204595
312	0.9527627271	0.315396643
313	0.9528438753	0.3151258817
314	0.9529112061	0.3148750911
315	0.9529998233	0.3145779737
316	0.9530989325	0.3142411933
317	0.9531667343	0.314043614
318	0.9532497598	0.3137525944
319	0.9532782675	0.3134600648
320	0.9533421321	0.3132615219
321	0.9534151815	0.3127291975
322	0.9534842028	0.3123841844
323	0.9535717193	0.3120455816
324	0.9536530692	0.3118324325
325	0.9537131736	0.3115112103
326	0.953824887	0.3112208631
327	0.9539316491	0.3109411357
328	0.9540722951	0.3105827034
329	0.954215992	0.3101520626
330	0.9544172227	0.3096414068
331	0.9545267845	0.3092823795
332	0.9545973276	0.3090203519
333	0.954683778	0.3087332745
334	0.9548751058	0.308171505
335	0.9549338485	0.3077601733
336	0.9550665758	0.3073734502
337	0.9553006463	0.3067826203
338	0.9553936236	0.3065604813
339	0.9554692958	0.3061537716
340	0.9555220527	0.3059513416
341	0.9556140039	0.3055148989
342	0.9557992869	0.3051436045
343	0.9558475665	0.3048766291
344	0.9559449009	0.3045389367
345	0.9560179472	0.3042402863
346	0.9561222283	0.3038266252
347	0.9562343786	0.3035542056
348	0.9565077619	0.3029126754
349	0.9566545078	0.3024911216
350	0.9567457834	0.3022131863
351	0.9569247682	0.3016546199
352	0.9570071399	0.301362841
353	0.9572050566	0.3007838599
354	0.9572818121	0.3004292163
355	0.9574596925	0.2999982275
356	0.9575834491	0.2996009152
357	0.957704581	0.2992198006
358	0.9578801711	0.2987775189
359	0.9580177667	0.2982370265
360	0.9580567706	0.2978151151
361	0.9581610805	0.2973627346
362	0.9582107708	0.2971902797
363	0.9583389012	0.2968353379
364	0.9584726661	0.2964380256
365	0.9585626897	0.2961391457
366	0.9587726485	0.2955724097
367	0.9588930817	0.2952604625
368	0.959066611	0.2948213982
369	0.9592459716	0.2942742298
370	0.9593778676	0.2938999099
371	0.9594761386	0.2935787896
372	0.959550049	0.2933131532
373	0.9596481967	0.2929172609
374	0.959749096	0.2926742053
375	0.9599106742	0.2921764593
376	0.9599894876	0.2918755057
377	0.9601476075	0.2914379829
378	0.9602569519	0.2910636229
379	0.9603645344	0.2907050847
380	0.9605036871	0.2902918387
381	0.9605932323	0.2899178199
382	0.9606781462	0.2897021659
383	0.9608263879	0.2892880132
384	0.9609328103	0.2889348417
385	0.9610115712	0.2883802535
386	0.961073634	0.2880819455
387	0.9612299706	0.2876488285
388	0.9613395773	0.2873333093
389	0.9614651078	0.2870273531
390	0.9616250425	0.2864636712
391	0.9617908229	0.285968928
392	0.9618293082	0.2854831966
393	0.9620080561	0.2850044037
394	0.962166177	0.2845299491
395	0.9622867159	0.2841448658
396	0.9623906855	0.2837256693
397	0.962454115	0.2834865212
398	0.9625120718	0.2830242537
399	0.9627086829	0.2825213279
400	0.9628390963	0.2821822428
401	0.9630263241	0.2817233028
402	0.9631400284	0.281354098
403	0.963324189	0.2808243656
404	0.9633915231	0.2805739463
405	0.9634779372	0.2803044609
406	0.9635305604	0.2799094168
407	0.9636709633	0.2794150985
408	0.9638384302	0.2789218738
409	0.9639701297	0.278541665
410	0.9640499412	0.2782851711
411	0.9641475256	0.27787205
412	0.9643028642	0.2773586098
413	0.9644109846	0.2770116859
414	0.9644601467	0.2767114367
415	0.964560814	0.2762783201
416	0.9646764447	0.2758964409
417	0.9647910844	0.2755507499
418	0.9648331269	0.2753416472
419	0.9649850737	0.2748416267
420	0.9651007764	0.2745173385
421	0.9651474044	0.2741598094
422	0.9652240391	0.2739422014
423	0.9653598729	0.2736104765
424	0.9654746471	0.2732976942
425	0.9656262764	0.2726898512
426	0.9657327151	0.2723085737
427	0.9658726363	0.2718316354
428	0.9659831056	0.2714392059
429	0.9661622453	0.2709767622
430	0.9662683	0.2706191108
431	0.9663475894	0.2703549324
432	0.9665127573	0.2699196135
433	0.9665426948	0.2695416772
434	0.966610773	0.2692960881
435	0.9666749883	0.2689193403
436	0.9668472428	0.2684003407
437	0.9670111289	0.2679298823
438	0.9671063914	0.2676022374
439	0.9672217865	0.2672344074
440	0.9672845933	0.267009522
441	0.9673423413	0.266802148
442	0.9674865171	0.2663491948
443	0.9675968713	0.2660204906
444	0.9676872237	0.2656754637
445	0.9677918913	0.2652958777
446	0.967932804	0.2649094916
447	0.9680285184	0.2646252407
448	0.9680972502	0.2643885601
449	0.9682231404	0.2639814784
450	0.9683506961	0.2635581213
451	0.968486341	0.2631731074
452	0.9685732317	0.2629322201
453	0.9686488818	0.2626890408
454	0.9686727822	0.2624438263
455	0.9688177134	0.2620573916
456	0.9689019082	0.261698348
457	0.9689903645	0.2613573926
458	0.9690972593	0.2610256108
459	0.9692610178	0.2605846115
460	0.9693403301	0.2603621621
461	0.9693963959	0.2601481839
462	0.9694712835	0.2599321906
463	0.9695807801	0.2596107218
464	0.9697312118	0.2591464253
465	0.9698398662	0.2588622268
466	0.9698770662	0.2584924736
467	0.969963936	0.2581708939
468	0.9700355165	0.2578668406
469	0.9701404111	0.2575368268
470	0.9702758519	0.2571346739
471	0.9703720449	0.2567972978
472	0.9704312536	0.2564905761
473	0.9704722951	0.25615536
474	0.9705501918	0.2558052944
475	0.9706277698	0.2555689571
476	0.9707251796	0.2551983256
477	0.970811127	0.2547293276
478	0.9709197599	0.2543498418
479	0.97095745	0.253990283
480	0.971075846	0.2536028328
481	0.9711600464	0.2532725055
482	0.9712271854	0.2530343155
483	0.9713495329	0.2526658284
484	0.9714232308	0.252315903
485	0.9714532138	0.2519439377
486	0.9715040928	0.2517564169
487	0.9715689736	0.2515153709
488	0.9716974253	0.2510850245
489	0.9717872199	0.250782459
490	0.9718642403	0.2504806067
491	0.9719156495	0.2502415179
492	0.9719627461	0.2500779389
493	0.9720726437	0.2497145772
494	0.9721771231	0.2493383084
495	0.9722397089	0.249132126
496	0.9723053733	0.2487924884
497	0.9723755077	0.2485708583
498	0.9724220871	0.2484257113
499	0.9725322313	0.2481334303
500	0.9725980225	0.2479277076
501	0.9726982374	0.2475368311
502	0.9727895681	0.2472460718
503	0.972822254	0.2469686362
504	0.9728773597	0.2467500094
505	0.9729091663	0.246506056
506	0.9729808221	0.2462819207
507	0.9730387647	0.2460363827
508	0.9731215161	0.2457139179
509	0.9731954956	0.2454419379
510	0.9732579208	0.2452408132
511	0.9733199614	0.2450521012
512	0.9733817083	0.2447904937
513	0.9734210423	0.2446486343
514	0.9735277756	0.2442758782
515	0.973590472	0.2440810205
516	0.9736495909	0.2437991238
517	0.9737535157	0.2434411109
518	0.9738283409	0.2432033798
519	0.9739015871	0.2428723055
520	0.9739927847	0.2426277301
521	0.9741188763	0.242239611
522	0.9741642012	0.2419997524
523	0.9742546539	0.2417581145
524	0.9743318264	0.2414661174
525	0.9744011722	0.2412039685
526	0.9744839626	0.2408496856
527	0.974560304	0.2405347419
528	0.9746156608	0.2402790667
529	0.9746803991	0.2400461648
530	0.9747993393	0.2396421498
531	0.9748748821	0.239367085
532	0.9749477408	0.2390934317
533	0.9750111747	0.2388190622
534	0.9751411476	0.2383931612
535	0.9751885728	0.2381668167
536	0.9752995216	0.2377919381
537	0.9753446329	0.2376306641
538	0.9753752129	0.2374470436
539	0.9754425865	0.2372016179
540	0.9755298233	0.2368373377
541	0.9756321597	0.2366153282
542	0.9756717937	0.2364751394
543	0.9757240958	0.2362923031
544	0.9757979536	0.2359740656
545	0.9758602549	0.2357497579
546	0.9758862263	0.2355362647
547	0.9759567388	0.2353074212
548	0.9760538463	0.2349588528
549	0.9761133292	0.2347719195
550	0.9761641562	0.2345115029
551	0.97622985	0.2341924924
552	0.9762818434	0.233951888
553	0.9763706929	0.2337053813
554	0.9763944511	0.2333303329
555	0.9764532212	0.2331402196
556	0.9765213601	0.2328898119
557	0.9765773979	0.2326589545
558	0.976691334	0.2323188424
559	0.9767359587	0.2320230995
560	0.9767974829	0.2317754958
561	0.9768759586	0.2314662241
562	0.976966936	0.2311035618
563	0.9770308511	0.2308564822
564	0.9770712496	0.2306177479
565	0.9771096578	0.2304243209
566	0.977244121	0.2299921864
567	0.97732564	0.2297243378
568	0.9773799995	0.2294373492
569	0.9774131612	0.229293088
570	0.9775183729	0.2288831467
571	0.9775925666	0.2286534743
572	0.9776835133	0.2283147674
573	0.9777447405	0.2280679034
574	0.9777339276	0.2277375187
575	0.9778079526	0.2274855378
576	0.9778387395	0.2271245099
577	0.9778918088	0.2267824792
578	0.9779142017	0.2265079951
579	0.977964568	0.2262855996
580	0.9780594415	0.2259422374
581	0.9781055448	0.2257491676
582	0.9781331378	0.2255907917
583	0.9782159785	0.2252983127
584	0.9782935837	0.2249998551
585	0.9783979568	0.2247229651
586	0.9785050785	0.2243958068
587	0.9785452908	0.2242392766
588	0.9785936556	0.224032588
589	0.9786343505	0.2238561741
590	0.9786867557	0.2236752861
591	0.9787806453	0.223338265
592	0.9788593844	0.2229575449
593	0.9789055365	0.2227895032
594	0.9789607957	0.2224891172
595	0.9790616597	0.222146292
596	0.9791532862	0.2218481561
597	0.9792168816	0.2215942771
598	0.97930706	0.2212620223
599	0.9793795666	0.2210145195
600	0.9794403043	0.2207550952
601	0.979476433	0.2205314396
602	0.9795838303	0.2202011524
603	0.9796593929	0.2199431369
604	0.9796829615	0.2197140605
605	0.979746747	0.2194822475
606	0.9797869309	0.2193222852
607	0.9797995216	0.2190772105
608	0.9798317549	0.2189347743
609	0.9798659363	0.2187234004
610	0.9798879919	0.2186017837
611	0.9799209819	0.2183980469
612	0.9800054783	0.2180717773
613	0.9800233442	0.2179876267
614	0.9800627847	0.2177869857
615	0.9800960837	0.2175928608
616	0.9801804607	0.2173154459
617	0.9802411958	0.2169823026
618	0.9803160841	0.216704235
619	0.9803628457	0.2165029174
620	0.9804182699	0.2162664731
621	0.9804674181	0.2160672944
622	0.9804957462	0.2159547698
623	0.9805195718	0.215859337
624	0.9805804335	0.2156408048
625	0.9806076024	0.2154074479
626	0.9806399285	0.2152448471
627	0.9806821964	0.2150991929
628	0.9806958783	0.2148074793
629	0.9807701049	0.2144623117
630	0.9808244804	0.2142596658
631	0.9808890452	0.2140138426
632	0.9809635535	0.2137418706
633	0.9810209164	0.2134968685
634	0.9811001967	0.2131111538
635	0.9811439989	0.2128906231
636	0.9812272131	0.212573604
637	0.9812784465	0.2123951467
638	0.9813241068	0.2122144235
639	0.9813936362	0.2118607031
640	0.9814791792	0.2115288602
641	0.9815535502	0.211165231
642	0.981606143	0.210956088
643	0.981629037	0.2108069969
644	0.9816843802	0.2106090711
645	0.9817572115	0.2102943965
646	0.9818150955	0.2100688565
647	0.9818521966	0.2098570944
648	0.981920094	0.2095192534
649	0.9819587861	0.2093308316
650	0.981989798	0.2091444329
651	0.9820330375	0.2089903882
652	0.9821108796	0.2087054161
653	0.9821332252	0.2085945725
654	0.9821956726	0.2083033547
655	0.9822672372	0.2080105331
656	0.9823305645	0.2078395251
657	0.9823615011	0.207678877
658	0.9824344987	0.2074093298
659	0.9824940034	0.2071275743
660	0.9825373375	0.2069114264
661	0.9826087102	0.2067211641
662	0.9826723667	0.206421737
663	0.9827434655	0.2061446092
664	0.9827575637	0.2060774696
665	0.9827817883	0.2059357823
666	0.9828549878	0.2056503612
667	0.9829333902	0.2053806296
668	0.9829628776	0.2052694084
669	0.9830209124	0.2049980014
670	0.9830349368	0.2048755797
671	0.9830507192	0.2047827163
672	0.9830809591	0.2045746154
673	0.9831126243	0.2044167885
674	0.9831652527	0.2041739362
675	0.9831601002	0.2040667202
676	0.9832322472	0.2038468106
677	0.9832448062	0.2036159856
678	0.9833266719	0.2032781585
679	0.983373297	0.2030328771
680	0.9834306259	0.2026894488
681	0.9834726108	0.2025138419
682	0.9835080352	0.2023633119
683	0.9835753993	0.2020987198
684	0.9836120619	0.2018166997
685	0.9836686329	0.2015301425
686	0.9837206535	0.2012725188
687	0.9838256559	0.2009192488
688	0.983902573	0.2006597147
689	0.9839336731	0.2005070997
690	0.9839754403	0.2002753603
691	0.984013052	0.2001125062
692	0.9840991831	0.1998220555
693	0.9841215237	0.1996866263
694	0.9841438563	0.1995266706
695	0.9841835019	0.199268647
696	0.9842298406	0.1990373343
697	0.9842949458	0.1987533998
698	0.9843443801	0.1985236286
699	0.9843949475	0.198289238
700	0.9844375446	0.1981254952
701	0.9844557729	0.1979897411
702	0.9845125879	0.1977489916
703	0.9845402946	0.1975841987
704	0.9845526009	0.1975000508
705	0.9845836518	0.1973630045
706	0.9846168055	0.1972026595
707	0.9846627183	0.1970891521
708	0.9847079241	0.1967663817
709	0.9847496001	0.1965845724
710	0.9847781846	0.1963288524
711	0.9848189016	0.1961037391
712	0.9848855273	0.1958118582
713	0.9849244164	0.1955375008
714	0.9849558326	0.1953677725
715	0.9849600026	0.1951624579
716	0.98502296	0.1948774875
717	0.9850639	0.1946733346
718	0.9850822783	0.1945613064
719	0.9850893831	0.1945438277
720	0.9850947674	0.1943609384
721	0.9851423991	0.1941495476
722	0.985182392	0.1939253993
723	0.985199153	0.1937591715
724	0.9852630173	0.1934453437
725	0.9853010505	0.1932634964
726	0.9853042487	0.193070257
727	0.9853360607	0.1928768052
728	0.9853882873	0.1926133929
729	0.9854092809	0.1925371479
730	0.9854429839	0.1924142273
731	0.9854793552	0.1921780551
732	0.9855076898	0.1919806458
733	0.9855268803	0.1918751022
734	0.9855602537	0.191666437
735	0.9856149366	0.1913828022
736	0.9856483709	0.1911956645
737	0.9856541577	0.1909789
738	0.9856586786	0.190957556
739	0.9857038556	0.1907309861
740	0.9857285104	0.1905452742
741	0.985773197	0.1903691372
742	0.9858338928	0.190044776
743	0.9858901161	0.189799249
744	0.9858935282	0.1897775811
745	0.9859107351	0.1896785109
746	0.9859204498	0.1895968335
747	0.9859752512	0.1893942667
748	0.9859774214	0.189383806
749	0.9859801775	0.1893614326
750	0.9860083227	0.1892753703
751	0.9860287437	0.1891207097
752	0.9860675935	0.1889394266
753	0.9860980256	0.1886894896
754	0.9861324728	0.1885409785
755	0.9861915283	0.1883024087
756	0.9862357488	0.1880729526
757	0.9862795765	0.1877933675
758	0.9863206856	0.187514129
759	0.9863675832	0.1873064758
760	0.9864041649	0.1871183652
761	0.9864210122	0.1870077808
762	0.9864359856	0.1869136908
763	0.9864763333	0.1868191181
764	0.9865007514	0.1866801535
765	0.9865189545	0.1865469463
766	0.9865544317	0.186281899
767	0.9865922482	0.1861554834
768	0.9866173431	0.1860133081
769	0.9866435011	0.1857518949
770	0.9866619682	0.1856143926
771	0.9866971001	0.1854531977
772	0.9867422468	0.1852633365
773	0.9867952135	0.1850218755
774	0.9868119338	0.1848675254
775	0.9868271711	0.184785303
776	0.986861945	0.1845885103
777	0.9868947717	0.1844320165
778	0.9869339583	0.1842754788
779	0.9869573084	0.1841275916
780	0.9869950131	0.1839092199
781	0.9870241213	0.1837029501
782	0.9870731107	0.183507214
783	0.9871199441	0.1832612519
784	0.9871605242	0.1830665462
785	0.9872047432	0.1828277608
786	0.9872365217	0.1826069726
787	0.9872598729	0.1824207003
788	0.9872759461	0.1822803664
789	0.9873193043	0.1821233381
790	0.9873578466	0.1819367534
791	0.9873942017	0.1818055606
792	0.9874287462	0.1816431901
793	0.9874310256	0.1816241699
794	0.9874965143	0.1813852152
795	0.9875192691	0.1812123898
796	0.9875388049	0.1810432152
797	0.9875563639	0.1808429119
798	0.9875709671	0.1807499349
799	0.9876003153	0.1805887253
800	0.9876618159	0.1803095765
801	0.9876839561	0.1801395101
802	0.9877617987	0.1798447121
803	0.9877639051	0.1798267005
804	0.98778522	0.179694005
805	0.9878350337	0.1794564439
806	0.9878585477	0.1793405831
807	0.987862496	0.1793132945
808	0.9878793468	0.179217523
809	0.9878806481	0.1792040921
810	0.9879171119	0.1789692403
811	0.9879202867	0.1789456716
812	0.9879535547	0.178785508
813	0.9879520962	0.1786106127
814	0.9879935959	0.178424641
815	0.988030754	0.1782326166
816	0.9880718231	0.1780570982
817	0.9881043127	0.1778589149
818	0.9881512465	0.1776204678
819	0.9881800086	0.1774439182
820	0.9882235787	0.1772507577
821	0.9882247147	0.1772380589
822	0.9882442861	0.1771412551
823	0.9882813867	0.1769760171
824	0.9882985337	0.1768468233
825	0.9883472003	0.1765788383
826	0.98837502	0.1764261058
827	0.9883963018	0.1763175661
828	0.9884537936	0.1760638916
829	0.9884870317	0.175851522
830	0.9885133424	0.1756586675
831	0.9885467601	0.1754717768
832	0.9885965468	0.1752264248
833	0.9886336819	0.1749779202
834	0.9886704327	0.1747866359
835	0.9887038687	0.1745833468
836	0.9887276418	0.1743768148
837	0.9887542219	0.1742406461
838	0.9887561443	0.1742232173
839	0.988785939	0.1740354783
840	0.9887978285	0.173885979
841	0.9887992955	0.1738757254
842	0.988818549	0.1737567134
843	0.9888471487	0.1736223172
844	0.9888651937	0.1735126236
845	0.9888826662	0.1734264996
846	0.9888908552	0.1732335564
847	0.9889097278	0.1730677747
848	0.988932561	0.1729318946
849	0.9889639123	0.1727523956
850	0.9890145994	0.1724869459
851	0.9890538904	0.1722686956
852	0.9890602093	0.172194501
853	0.9891087062	0.1719199415
854	0.9891350603	0.1717247401
855	0.9891758488	0.1715865177
856	0.9892160189	0.1714286136
857	0.9892436229	0.17129469
858	0.9892886037	0.171093615
859	0.9892896054	0.1710778275
860	0.9893221797	0.1709470496
861	0.9893665161	0.1707693336
862	0.9893998466	0.1705648507
863	0.9894271892	0.1704292344
864	0.989448273	0.1702823366
865	0.9894615814	0.1701148997
866	0.9894812734	0.1699679553
867	0.9895042668	0.1697980754
868	0.9894964859	0.1696480413
869	0.9895110932	0.1695459614
870	0.9895384792	0.1694240112
871	0.9895566347	0.1693349234
872	0.9895629726	0.1691640053
873	0.9895951118	0.1688696065
874	0.9896311279	0.1686368718
875	0.9896539831	0.1684390719
876	0.9896738707	0.1683281855
877	0.9896803089	0.168301897
878	0.9897040137	0.1681149427
879	0.9897374287	0.167977853
880	0.9897522359	0.1677651186
881	0.9897832268	0.1675903758
882	0.9898208967	0.1673806165
883	0.9898554422	0.1671994451
